"download_url","type","namespace","name","version","qualifier","provider","has_all_spdx_licenses","has_consistent_key_and_file_level_license","has_all_license_texts","score","has_top_level_declared_licenses","file_level_license_and_copyright_coverage","Errors"
"https://registry.npmjs.org/buffer/-/buffer-5.2.1.tgz","npm",,"buffer","5.2.1",,"npmjs","True","True","True","83","True","0.3333333333333333",
"https://files.pythonhosted.org/packages/e2/10/d7d6ae26ef7686109a10b3e88d345c4ec6686d07850f4ef7baefb7eb61e1/oauth-1.0.1.tar.gz","pypi",,"oauth","1.0.1",,"pypi","True","True","True","82","True","0.3",
"https://files.pythonhosted.org/packages/aa/e4/33fa701234cad56452968899c65e97960b598f094bd904a3e9ad623c3f9d/google-cloud-container-0.1.1.tar.gz","pypi",,"google-cloud-container","0.1.1",,"pypi","True","True","True","82","True","0.30434782608695654",
"https://files.pythonhosted.org/packages/27/cf/c4c819b95e3e9e0e2a3af89644b9ab199a9d2e7a33d9e03c64c7912d337c/google-cloud-bigquery-datatransfer-0.1.1.tar.gz","pypi",,"google-cloud-bigquery-datatransfer","0.1.1",,"pypi","True","True","True","82","True","0.28",
"https://files.pythonhosted.org/packages/e7/32/ac7f30b742276b4911a1439c5291abab1b797ccfd30bc923c5ad67892b13/google-auth-httplib2-0.0.3.tar.gz","pypi",,"google-auth-httplib2","0.0.3",,"pypi","True","True","True","81","True","0.2727272727272727",
"https://files.pythonhosted.org/packages/fd/e3/5bc7226601d6405b588efc9c9f22e3cb0ada577eb957cdcd0ae9093ab6d8/stevedore-1.30.0.tar.gz","pypi",,"stevedore","1.30.0",,"pypi","True","True","True","81","True","0.24444444444444444",
"https://files.pythonhosted.org/packages/8e/2c/45dae93d666aea8492678499e0999269b4e55f1829b1e4de5b8204706ad9/sasl-0.2.1.tar.gz","pypi",,"sasl","0.2.1",,"pypi","True","True","True","81","True","0.2727272727272727",
"https://files.pythonhosted.org/packages/5e/93/8d5559da5ccf146f6a4204252ca85b48dd7bf55b32350801a9a9209408c3/DateTime-4.3.tar.gz","pypi",,"datetime","4.3",,"pypi","True","True","True","81","True","0.2727272727272727",
"https://registry.npmjs.org/querystring/-/querystring-0.2.0.tgz","npm",,"querystring","0.2.0",,"npmjs","True","True","True","81","True","0.25",
"https://registry.npmjs.org/util/-/util-0.11.0.tgz","npm",,"util","0.11.0",,"npmjs","True","True","True","81","True","0.25",
"https://registry.npmjs.org/eventemitter2/-/eventemitter2-5.0.1.tgz","npm",,"eventemitter2","5.0.1",,"npmjs","True","True","True","81","True","0.25",
"https://registry.npmjs.org/estraverse/-/estraverse-4.2.0.tgz","npm",,"estraverse","4.2.0",,"npmjs","True","True","True","81","True","0.25",
"https://registry.npmjs.org/plist/-/plist-3.0.1.tgz","npm",,"plist","3.0.1",,"npmjs","True","True","True","81","True","0.2727272727272727",
"http://central.maven.org/maven2/org/nanohttpd/nanohttpd/2.3.1/nanohttpd-2.3.1-sources.jar","maven","org.nanohttpd","nanohttpd","2.3.1","classifer=source","mavencentral","True","True","True","80","True","0.2",
"https://files.pythonhosted.org/packages/25/c9/b0552098cee325425a61efdf380c51b5c721e459081c85bbb860f501c091/SQLAlchemy-1.2.12.tar.gz","pypi",,"sqlalchemy","1.2.12",,"pypi","True","True","True","80","True","0.21256038647342995",
"https://files.pythonhosted.org/packages/e6/78/6e7b5af12c12bdf38ca9bfe863fcaf53dc10430a312d0324e76c1e5ca426/tornado-5.1.1.tar.gz","pypi",,"tornado","5.1.1",,"pypi","True","True","True","80","True","0.2196078431372549",
"https://files.pythonhosted.org/packages/47/52/68ba8e5e8ba251e54006a49441f7ccabca83b6bef5aedacb4890596c7911/gunicorn-19.9.0.tar.gz","pypi",,"gunicorn","19.9.0",,"pypi","True","True","True","80","True","0.2033898305084746",
"https://files.pythonhosted.org/packages/aa/a8/2fcb30c255243d0b5b1a1c4b3cd0a73ca87c82f8a6673be60fb003a6e184/gapic-google-cloud-logging-v2-0.91.3.tar.gz","pypi",,"gapic-google-cloud-logging-v2","0.91.3",,"pypi","True","True","True","80","True","0.2",
"https://files.pythonhosted.org/packages/c6/b4/510617906f8e0c5660e7d96fbc5585113f83ad547a3989b80297ac72a74c/thrift-0.11.0.tar.gz","pypi",,"thrift","0.11.0",,"pypi","True","True","False","80","True","0.8333333333333334",
"https://files.pythonhosted.org/packages/03/fb/903f4cb88a442e05ec789329aef76da0d3f841a66909e9b5bc39527e0ef7/gapic-google-cloud-error-reporting-v1beta1-0.15.3.tar.gz","pypi",,"gapic-google-cloud-error-reporting-v1beta1","0.15.3",,"pypi","True","True","True","80","True","0.2",
"https://files.pythonhosted.org/packages/e7/7f/470d6fcdf23f9f3518f6b0b76be9df16dcc8630ad409947f8be2eb0ed13a/pathtools-0.1.2.tar.gz","pypi",,"pathtools","0.1.2",,"pypi","True","True","True","80","True","0.23529411764705882",
"https://files.pythonhosted.org/packages/cd/35/ab3995718c7b12d6a5e69f40540fe1df0b505cca5ee6af169d23ab9d0b00/deprecation-2.0.6.tar.gz","pypi",,"deprecation","2.0.6",,"pypi","True","True","True","80","True","0.2",
